IID	T2D_PRS	Relative_PRS_Group
NA20355	-2510.1375999999996	Intermediate
NA20356	-2529.4563	Low
NA20357	-2517.5685999999996	Intermediate
NA20359	-2510.4925000000003	Intermediate
NA20362	-2531.5800000000004	Low
NA20412	-2513.8254000000006	Intermediate
NA20502	-2465.2664	High
NA20503	-2472.8188000000005	Intermediate
NA20504	-2441.192	High
NA20505	-2473.0875	Intermediate
NA20506	-2469.3127999999997	High
NA20507	-2448.793	High
NA20508	-2482.9623000000006	Intermediate
NA20509	-2455.9482000000007	High
NA20510	-2468.5713000000005	High
NA20511	-2468.4570000000003	High
NA20512	-2468.3003000000003	High
NA20513	-2449.9880000000003	High
NA20514	-2470.9608	High
NA20515	-2479.3374	Intermediate
NA20516	-2434.3615999999993	High
NA20517	-2477.449	Intermediate
NA20518	-2467.3866000000003	High
NA20519	-2455.7066999999997	High
NA20520	-2448.9571000000005	High
NA20521	-2460.6903999999995	High
NA20522	-2455.7442	High
NA20524	-2478.8923	Intermediate
NA20525	-2477.7599000000005	Intermediate
NA20527	-2460.9312999999997	High
NA20528	-2467.3324999999995	High
NA20529	-2495.1390000000006	Intermediate
NA20530	-2459.1213000000007	High
NA20531	-2445.0148	High
NA20532	-2456.7828999999997	High
NA20533	-2467.9127	High
NA20534	-2479.051	Intermediate
NA20535	-2461.7123	High
NA20536	-2451.0798999999997	High
NA20538	-2464.6762	High
NA20539	-2464.2005999999997	High
NA20540	-2479.8946	Intermediate
NA20541	-2451.0572999999995	High
NA20542	-2446.2547999999997	High
NA20543	-2445.1827999999996	High
NA20544	-2467.3325	High
NA20581	-2465.3899000000006	High
NA20582	-2481.2824	Intermediate
NA20585	-2464.2388	High
NA20586	-2444.6165	High
NA20587	-2481.8364	Intermediate
NA20588	-2449.104500000001	High
NA20589	-2447.331	High
NA20752	-2462.8396000000002	High
NA20753	-2469.5434999999993	High
NA20754	-2437.4303999999993	High
NA20755	-2444.3006	High
NA20756	-2438.3323000000005	High
NA20757	-2451.1189	High
NA20758	-2450.5381	High
NA20759	-2452.7856000000006	High
NA20760	-2457.1503	High
NA20761	-2445.3585000000003	High
NA20762	-2477.6980999999996	Intermediate
NA20763	-2466.6713	High
NA20764	-2453.8223000000007	High
NA20765	-2463.4258	High
NA20766	-2455.8871	High
NA20767	-2464.6334	High
NA20768	-2471.9505000000004	Intermediate
NA20769	-2480.8843	Intermediate
NA20770	-2466.9623	High
NA20771	-2461.819499999999	High
NA20772	-2472.8145999999997	Intermediate
NA20773	-2455.397299999999	High
NA20774	-2458.912	High
NA20775	-2471.0604	High
NA20778	-2468.5337000000004	High
NA20783	-2469.0428	High
NA20785	-2470.0497	High
NA20786	-2456.5546	High
NA20787	-2460.8145	High
NA20790	-2483.2816	Intermediate
NA20792	-2463.9680000000008	High
NA20795	-2456.8765999999996	High
NA20796	-2499.6144	Intermediate
NA20797	-2469.640799999999	High
NA20798	-2455.859900000001	High
NA20799	-2477.4198999999994	Intermediate
NA20800	-2473.4320000000002	Intermediate
NA20801	-2492.6760000000004	Intermediate
NA20802	-2456.2432999999996	High
NA20803	-2471.5798	High
NA20804	-2452.4369	High
NA20805	-2456.729	High
NA20806	-2488.7086	Intermediate
NA20807	-2474.882699999999	Intermediate
NA20808	-2472.3601999999996	Intermediate
NA20809	-2458.0930999999996	High
NA20810	-2475.0298000000007	Intermediate
NA20811	-2469.6612999999993	High
NA20812	-2466.3303000000005	High
NA20813	-2467.1144000000004	High
NA20814	-2443.8252000000007	High
NA20815	-2476.446	Intermediate
NA20818	-2457.995299999999	High
NA20819	-2488.1062000000006	Intermediate
NA20821	-2448.0683999999997	High
NA20822	-2481.9079	Intermediate
NA20826	-2435.5140999999994	High
NA20827	-2475.0964000000004	Intermediate
NA20828	-2467.9916000000003	High
NA20832	-2468.2481999999995	High
NA20845	-2486.4793	Intermediate
NA20846	-2507.0325999999995	Intermediate
NA20847	-2486.0870000000004	Intermediate
NA20849	-2505.2062	Intermediate
NA20850	-2490.6478	Intermediate
NA20851	-2504.9917	Intermediate
NA20852	-2506.4453999999996	Intermediate
NA20853	-2485.6650000000004	Intermediate
NA20854	-2517.4528	Intermediate
NA20856	-2487.6467	Intermediate
NA20858	-2487.3416	Intermediate
NA20859	-2500.3743	Intermediate
NA20861	-2496.1791	Intermediate
NA20862	-2509.157	Intermediate
NA20863	-2518.0913999999993	Intermediate
NA20864	-2485.129	Intermediate
NA20866	-2498.3061	Intermediate
NA20867	-2515.6101	Intermediate
NA20868	-2511.6767999999997	Intermediate
NA20869	-2498.8694000000005	Intermediate
NA20870	-2488.4536999999996	Intermediate
NA20872	-2499.9364	Intermediate
NA20874	-2499.3828999999996	Intermediate
NA20875	-2487.5131000000006	Intermediate
NA20876	-2503.1649999999995	Intermediate
NA20877	-2503.9749	Intermediate
NA20878	-2516.739899999999	Intermediate
NA20881	-2482.1183999999994	Intermediate
NA20882	-2495.135	Intermediate
NA20884	-2501.0582000000004	Intermediate
NA20885	-2490.9577999999997	Intermediate
NA20886	-2481.840200000001	Intermediate
NA20887	-2493.6476000000002	Intermediate
NA20888	-2483.7793999999994	Intermediate
NA20889	-2486.4493	Intermediate
NA20890	-2490.9862	Intermediate
NA20891	-2480.612	Intermediate
NA20892	-2517.8091999999992	Intermediate
NA20894	-2491.8542	Intermediate
NA20895	-2491.9472	Intermediate
NA20896	-2501.5324999999993	Intermediate
NA20897	-2487.9785999999995	Intermediate
NA20899	-2497.7691999999997	Intermediate
NA20900	-2487.8621000000007	Intermediate
NA20901	-2486.1933999999997	Intermediate
NA20902	-2498.9528	Intermediate
NA20903	-2492.1625000000004	Intermediate
NA20904	-2489.7233000000006	Intermediate
NA20905	-2501.6859999999997	Intermediate
NA20906	-2501.6016999999997	Intermediate
NA20908	-2512.4188000000004	Intermediate
NA20910	-2494.2783000000004	Intermediate
NA20911	-2507.0333000000005	Intermediate
NA21086	-2501.3388999999997	Intermediate
NA21087	-2503.5693	Intermediate
NA21088	-2493.3484999999996	Intermediate
NA21089	-2502.1650999999997	Intermediate
NA21090	-2505.9148	Intermediate
NA21091	-2502.7685999999994	Intermediate
NA21092	-2492.7862	Intermediate
NA21093	-2511.4941999999996	Intermediate
NA21094	-2501.2933000000003	Intermediate
NA21095	-2504.4044	Intermediate
NA21097	-2502.5401	Intermediate
NA21098	-2503.3496999999998	Intermediate
NA21099	-2503.0178000000005	Intermediate
NA21100	-2503.957199999999	Intermediate
NA21101	-2499.1242000000007	Intermediate
NA21102	-2503.8506	Intermediate
NA21103	-2502.6024999999995	Intermediate
NA21104	-2492.5838	Intermediate
NA21105	-2486.3842	Intermediate
NA21106	-2508.0426999999995	Intermediate
NA21107	-2501.0114	Intermediate
NA21108	-2483.2277	Intermediate
NA21109	-2495.9591	Intermediate
NA21110	-2515.0398000000005	Intermediate
NA21111	-2507.9189	Intermediate
NA21112	-2506.5935	Intermediate
NA21113	-2492.9344000000006	Intermediate
NA21114	-2490.733199999999	Intermediate
NA21115	-2492.2465	Intermediate
NA21116	-2521.6521999999995	Intermediate
NA21117	-2493.5843	Intermediate
NA21118	-2495.6651	Intermediate
NA21119	-2500.7329	Intermediate
NA21120	-2494.7025000000003	Intermediate
NA21122	-2501.4427	Intermediate
NA21123	-2494.5708	Intermediate
NA21124	-2502.8798999999995	Intermediate
NA21125	-2508.8847000000005	Intermediate
NA21126	-2500.7869999999994	Intermediate
NA21127	-2488.9251999999997	Intermediate
NA21128	-2475.5317	Intermediate
NA21129	-2497.3778000000007	Intermediate
NA21130	-2494.2625000000007	Intermediate
NA21133	-2514.1206999999995	Intermediate
NA21135	-2491.7546	Intermediate
NA21137	-2504.9918	Intermediate
NA21141	-2486.651799999999	Intermediate
NA21142	-2494.4781000000003	Intermediate
NA21143	-2501.2855000000004	Intermediate
NA21144	-2494.4542000000006	Intermediate
